LY,ND,TM,DYZZ,TXZZ,QBZZ,CBS,NFJM,FBSJ
植保学会科技奖,2020,农药残留加工因子手册,季颖,,李富根；刘丰茂；穆兰；简秋；龚勇；秦冬梅；朴秀英；朱光艳；郑尊涛；廖先骏,中国农业出版社,2017年,
植保学会科技奖,2020,(E)-β-farnesene synthase gene affects aphid behavior in transgenic Medicago sativa,班丽萍,班丽萍,高毓昊；陈志宏；黄建萍；曹江波；李金栋；崔苗苗,Pest Management Science,2018年75卷3期622-631页,
植保学会科技奖,2020,Novel Lom-dh Genes Play  Potential Role in Promoting  Egg  Diapause of Locusta  migratoria L,涂雄兵,,张泽华；郝昆；Hidayat  Ullah；Mark  Richard McNeill ,Frontiers in  Physiology ,2019年10卷,
植保学会科技奖,2020,Dietary Stress From Plant  Secondary Metabolites  Contributes to Grasshopper  (Oedaleus asiaticus)  Migration or Plague by  Regulating Insect  Insulin,李霜,黄训兵,刘文；涂雄兵；马景川；张泽华,Frontiers in  physiology ,2019年10卷,
植保学会科技奖,2020,Phenotypic and  Transcriptpmic Response of  the Grasshopper Oedaleus  asiaticus(Orthoptera:Acrid idae) to Toxic Rutin ,黄训兵,黄训兵,吕慎金；张泽华 ,Frontiers in  Physiology ,2020年,
植保学会科技奖,2020,Gene sequence variations and expression patterns of mitochondrial genes are associated with the adaptive evolution of two Gynaephora species (Lepidopt,袁明龙,袁明龙,张丽；赵天璇；王娟； 朱欠华；陈均远,Gene,2017年610卷148期155页,
植保学会科技奖,2020,Quercetin Affects the  Growth and Development of  the Grasshopper Oedaleus  asiaticus (Orthoptera:  Acrididae) ,李霜,黄训兵,郝昆；涂雄兵；庞保平；张泽华,Journal  of  Economic  Entomology ,2019年112卷3期1175-1182页,
植保学会科技奖,2020,中国草原生物灾害 ,李新一,,杜桂 林,中国农业 出版社 ,2018年,
植保学会科技奖,2020,草原蝗虫基础生物学研究与方 法 ,黄训兵,,张泽华；黄训兵；高文渊；李新一；张 卓然； 朝克图等,中国农业 出版社,2020年,
植保学会科技奖,2020,植物病害分子流行学（英文版）,骆勇,,马忠华 马占鸿,中国农业大学出版社,2007年9月,
植保学会科技奖,2020,植病流行学,马占鸿,,曹克强 周益林 王海光  吴波明等,科学出版社,2019年11月,
植保学会科技奖,2020,"Long-Distance Spore Transport of Wheat Stripe Rust Pathogen from Sichuan, Yunnan, and Guizhou in Southwestern China",王海光,,马占鸿,Plant Dis.,2010年94期873-880页,
植保学会科技奖,2020,Population genetic structure of Puccinia striiformis in Northwestern China,宛琼,马占鸿,梁俊敏 骆勇,Plant Dis.,2015年99期1764-1774页,
植保学会科技奖,2020,Population genetic structure and the Migration of Puccinia striiformis f.sp. tritici between the gansu and sichuan basin populations of China,梁俊敏,马占鸿 骆勇,刘秀峰；李勇；宛琼,Phytopathology,2015年106期192-201页,
植保学会科技奖,2020,Multiple displacement amplification of whole genomic DNA from urediospores of Puccinia striiformis f. sp. tritici,张蕊,马占鸿 吴波明,无,Curr Genet,2014年61期221-230页,
植保学会科技奖,2020,Analysis of population structure of Puccinia striiformis in Yunnan Province of China by using AFLP,刘秀峰,马占鸿 骆勇,黄冲；孙振宇；梁俊敏,Eur J Plant Pathol,2011年129期43-55页,
植保学会科技奖,2020,Canopy Spectral Characterization of Wheat Stripe Rust in Latent Period,刘琦,马占鸿,谷医林；王树和；王翠翠,Journal of Spectroscopy,2015年120期11-22页,
植保学会科技奖,2020,Impact of imidacloprid on life-cycle development of Coccinella septempunctata in laboratory microcosms.,于彩虹,林荣华,付茂然；周艳明；宗伏霖；姜辉；吕宁；朴秀英；张佳；刘永泉,Ecotoxicology and Environmental Safety,2014年,
植保学会科技奖,2020,Toxic effects of hexaflumuron on the development of Coccinella septempunctata,于彩虹,林荣华,付茂然；张燕；刘永泉；姜辉,Environmental Science and Pollution Research,2014年,
植保学会科技奖,2020,Toxicity of six insecticides to predatory mite Amblyseius cucumeris (Oudemans) (Acari: Phytoseiidae) in- and off-field. ,程沈航,于彩虹,林荣华；张楠；袁善奎；周欣欣；黄健；任晓东；王寿山；姜辉,Ecotoxicology and Environmental Safety,2018年,
植保学会科技奖,2020,Effects of acetamiprid on life cycle development of predatory mite Amblyseius cucumeris (Acari: Phytoseiidae) after contact exposure,程沈航,于彩虹,林荣华；林涛；游泳；曾兆华；周欣欣；周艳明；姜辉；魏辉；傅建伟,Chemosphere,2018年,
植保学会科技奖,2020,Comparative susceptibility of thirteen selected pesticides to three different,程沈航,于彩虹,林荣华；王艳明；邱倩影；曲甍甍；任晓东；宗伏霖；姜辉,Ecotoxicology and Environmental Safety,2018年,
植保学会科技奖,2020,Sublethal and transgenerational effects of acetamiprid and imidacloprid on the predatory bug Orius sauteri (Poppius) (Hemiptera: Anthocoridae).,林荣华,于彩虹,何丹；门兴元；郑礼；程沈航；陶岭梅,Chemosphere,2020年,
植保学会科技奖,2020,中国农药研究与应用全书 农药生态环境风险评估,林荣华,姜辉,于彩虹；尹晓辉；宗伏霖；袁善奎；蔡磊明,化学工业出版社,2019年,
植保学会科技奖,2020,农药登记环境风险评估指南,姜辉,姜辉,陶传江；袁善奎；王寿山,中国农业出版社,2018年,
植保学会科技奖,2020,Mixed release of two parasitoids and a polyphagous ladybird as a potential strategy to control the tobacco whitefly Bemisia tabaci,谭晓玲；胡娜娜,王甦；戈峰,张帆,Scientific Reports,2016年,
植保学会科技奖,2020,Using Calendula officinalis as a floral resource to enhance aphid and thrips suppression by the flower bug Orius sauteri (Hemiptera: Anthocoridae),赵静；郭晓军,王甦,谭晓玲；张帆,Pest Management Science,2017年,
植保学会科技奖,2020,Innate positive chemotaxis to pollen from crops and banker plants in predaceous biological control agents: towards new field lures？,李姝,王甦,谭晓玲；赵静；李欣海；张帆；高希武,Scientific Reports,2015年,
植保学会科技奖,2020,Modification of flight and locomotion performances respiratory metabolism  and transcriptome expression  in the lady beetle Harmonia axyridis through sublethal pesticide exposure ,肖达；谭晓玲,王甦,王文娟；张帆,Frontiers in Physiology,2017年,
植保学会科技奖,2020,"Polyculture and monoculture affect the fitness, behavior and detoxification metabolism of Bemisia tabaci (Hemiptera: Aleyrodidae)",邸宁；张凯,王甦；刘同先,张帆,Frontiers in Physiology,2018年,
植保学会科技奖,2020,Life history and functional response to prey density of the flower bug Orius sauteri attacking the fungivorous sciarid fly Lycoriella pleuroti,王守现；邸宁,王甦,陈旭；张帆,Journal of Pest Science,2019年,
植保学会科技奖,2020,Sublethal effect of beta-cypermethrin on development and fertility of the Asian multicoloured ladybird beetle Harmonia,肖达,王甦,赵静；郭晓军；李姝；张帆,Jounal of Applied Entomology,2016年,
植保学会科技奖,2020,米蛾人工饲养技术优化,邸宁,张帆,魏瑜岭；王甦；郭晓军,中国生物防治学报,2018年,
植保学会科技奖,2018,向日葵黄萎病种子带菌研究,张贵,赵君,张园园；田永伟；赵晓军；张光；周洪友；景岚；赵君,浙江大学学报（农业与生命科学版） 1008-9209,2018年,
植保学会科技奖,2018,不同寄主来源轮枝孢菌的交互致病性,张园园,赵君,张贵；张键；张光；周洪友,浙江大学学报（农业与生命科学版） 1008-9209,2017年,
植保学会科技奖,2018,环腺苷酸对向日葵大丽轮枝菌生物学特性及致病力的影响,张键,赵君,张贵；张园园；景岚；周洪友,中国油料作物学报 1007-9084,2015年,
植保学会科技奖,2018,向日葵黄萎病菌不同培养型产毒能力和致病力分化,任杰,赵君,张贵；曹雄；周洪友；景岚,中国油料作物学报 1007-9084,2014年,
植保学会科技奖,2018,向日葵黄萎病菌营养亲和性及致病力分化,景岚,景岚,裴旭； 杨柳青； 李莉； 周洪友； 赵君,中国油料作物学报 1007-9084,2014年,
植保学会科技奖,2018,向日葵黄萎病病原鉴定,裴旭,景岚,杨柳青；徐 鑫,中国油料作物学报 1007-9084,2012年,
植保学会科技奖,2018,土壤因子对向日葵黄萎病菌生长的影响,曹雄,赵君,任杰；张贵；景岚；周洪友,内蒙古农业大学学报(自然科学版) 1009-3575,2014年,
植保学会科技奖,2018,向日葵黄萎病拮抗细菌Y1-2菌株的鉴定与抑制效果,王颖,周洪友,周臣；张一名；赵君,内蒙古农业大学学报(自然科学版) 1009-3575,2011年,
植保学会科技奖,2018,杂交水稻品种（组合）对稻曲病的抗性研究,黄瑞荣,黄瑞荣,黄瑞荣；李湘民；华菊玲；马辉刚；邱在辉；梁玉勇；兰波,江西农业大学学报,2010年32卷4期0718-0722页,
植保学会科技奖,2018,江西晚稻“ 籼改粳” 候选品种对稻曲病的抗性评价,兰波,李湘民,兰波；杨迎青；孙强；胡建坤；黄瑞荣；陈前武；余春华；李湘民,江西农业大学学报,2016年38卷6期1029-1035页,
植保学会科技奖,2018,稻曲病化学防控药剂精准使用技术研究,黄蓉,黄瑞荣,黄蓉；黄瑞荣；胡建坤；华菊玲；刘思正,江西农业学报,2014年26卷11期65-68页,
植保学会科技奖,2018,75%肟菌酯·戊唑醇(NATIVO)防治稻曲病田间试验,陈前武,李湘民,陈前武；钟莉；王芳；姜训球；吴友栋；陈柯德；黄瑞荣；李湘民,江西农业学报,2009年21卷5期92-93页,
植保学会科技奖,2018,江西西北山区稻曲病药剂防控与效益评估,樊耀清,李湘民,樊耀清；黄瑞荣；黄 蓉；胡建坤；李湘民,生物灾害科学,2014年37卷2期167-171页,
植保学会科技奖,2018,江西省稻曲病发生概括与治理对策,黄瑞荣,黄瑞荣,黄瑞荣；华菊玲；马辉刚；梁玉勇；兰波；李小美；徐仁水；刘思正,江西农业大学学报,2009年31卷,
植保学会科技奖,2018,水稻品种对稻曲病的抗性鉴定与评价,黄瑞荣,黄瑞荣,黄瑞荣；刘思正；王德标；黄建华；徐长生；伊才秀；张群；李小美,中国植物保护学会2009年学术年会论文集,2009年,
植保学会科技奖,2018,东乡野生稻对稻曲病抗性研究,胡建坤,黄瑞荣,胡建坤；黄蓉；华菊玲；李湘民；黄瑞荣,中国植物病理学会2017年学术年会论文集,2017年,
植保学会科技奖,2018,Analysis of Microbial Diversity in Soil under Ginger Cultivation,刘奕清,,吴林；吴兴文；李洪海；廖钦洪；张小静；孙志强；李文华,Scientifica,2017年,
植保学会科技奖,2018,Effects of soil moisture content on the growth and physiological status of ginger (Zingiber officinale Ro,李洪雷,姜玉松,谭定权；廖钦洪；邹勇,Acta Physiologiae Plantarum,2018年,
植保学会科技奖,2018,Ginger: Response to pathogen-related diseases,姜玉松,邹勇,廖钦洪；李洪雷,Physiological and Molecular Plant Pathology,2017年,
植保学会科技奖,2018,紫色土植物促生菌筛选及其复合菌剂对生姜种苗的促生效应,申鸿,刘奕清,吴波；李洪海；吴兴文；杨星勇,中国蔬菜,2018年,
植保学会科技奖,2018,茎尖脱毒生姜组培苗病原检测研究,黄科,刘奕清,陈泽雄；唐建民,北方园艺,2011年,
植保学会科技奖,2018,生姜脱毒种苗移栽基质筛选及肥水调控研究,刘奕清,刘奕清,陈泽雄；吴中军,北方园艺,2010年,
植保学会科技奖,2018,甘氨酸浓度对生姜组培苗氮代谢的影响,廖林正,刘奕清,朱菲菲；陈泽雄；唐建民,中国蔬菜,2013年,
植保学会科技奖,2018,植物组织培养与种苗产业化研究,刘奕清,,连勇；葛红,中国科学技术出版社,2016年,
植保学会科技奖,2018,药用植物病害原色图鉴,周如军,傅俊范,傅俊范；徐海娇；袁月；严雪瑞；薛彩云；李自博；姚远；苏丹；孙嘉曼,中国农业出版社,2016年,
植保学会科技奖,2018,药用植物病理学,傅俊范,傅俊范,丁万隆；陈秀蓉；谭万忠；周如军；严雪瑞；鄢洪梅；周江鸿；高俊明；柴兆祥；胡先奇；张建军,中国农业出版社,2007年,
植保学会科技奖,2018,"First Record of Didymella anemones sp. nov. Teleomorph of Ascochyta anemones, the Causal Agent of Leaf Sp",苏丹,傅俊范,周如军；欧阳慧,Journal of Phytopathology,2012年,
植保学会科技奖,2018,Paracercospora dictamnicola sp. nov. from China,欧阳慧,周如军,傅俊范,Mycological Progress,2015年,
植保学会科技奖,2018,Allelopathic effects of phenolic acids from Ginseng rhizosphere soil on Cylindrocarpon destructans (zinss,李自博,傅俊范,傅俊范；周如军,Allelopathy Journal,2018年,
植保学会科技奖,2018,Proteomics research and related functional classification of liquid sclerotial exudates of Sclerotinia gi,王丹,傅俊范,周如军；李自博,Peer J,2017年,
植保学会科技奖,2018,药肥处理对老参地土壤微生物区系及化学性质的影响,李自博,傅俊范,周如军；解宇娇,吉林农业大学学报,2015年,
植保学会科技奖,2018,人参连作根际土壤中酚酸物质对人参锈腐病菌的化感效应,李自博,傅俊范,周如军；解宇娇,应用生态学报,2016年,
植保学会科技奖,2018,The transcription factor-encoding gene crtf is involved in Clonostachys chloroleuca mycoparasitism on Scl,孙占斌,孙漫红,王琦；张俊；姜维治；王琦；李世东；马桂珍,Microbiological Research,2018年210卷6-11页,
植保学会科技奖,2018,Transaldolase gene Tal67 enhances the biocontrol activity of Clonostachys rosea 67-1 against Sclerotinia ,刘静雨,孙漫红,李世东,Biochemical and Biophysical Research Communications,2016年474卷503-508页,
植保学会科技奖,2018,Draft genome sequence of mycoparasite Clonostachys rosea strain 67-1,孙占斌,孙漫红；李世东,-,Genome Announcements,2015年3卷3期e00546-15页,
植保学会科技奖,2018,Identification of mycoparasitism-related genes in Clonostachys rosea 67-1 active against Sclerotinia scle,孙占斌,孙漫红；李世东,-,Scientific Reports,2015年5卷18169页,
植保学会科技奖,2018,A perilipin gene from Clonostachys rosea f. catenulata HL-1-1 is related to sclerotial parasitism,孙占斌,孙漫红,李世东；钟增明,International Journal of Molecular Sciences,2015年16卷5347-5362页,
植保学会科技奖,2018,Synergistic effect of dazomet soil fumigation and Clonostachys rosea against cucumber Fusarium wilt,田甜,孙漫红,李世东,Phytopathology,2014年104卷12期1314-1321页,
植保学会科技奖,2018,Effects of culture conditions on spore types of Clonostachys rosea 67-1 in submerged fermentation,孙漫红,李世东,陈彦明；刘剑锋；马桂珍,Letters in Applied Microbiology,2013年58卷4期318–324页,
植保学会科技奖,2018,粉红粘帚霉67-1菌株寄生核盘菌研究,张拥华,李世东,高会兰；马桂珍,植物病理学报,2004年34卷211-214页,
植保学会科技奖,2018,Real-time TaqMan RT-PCR for detection of maize chlorotic mottle virus in maize seeds,张永江,范在丰,赵文军；李明福；陈洪俊；朱水芳,Journal of Virological Methods,2011年171卷292-294页,
植保学会科技奖,2018,Oligonucleotide microarray with a minimal number of probes for the detection and identification of thirte,张永江,朱水芳,李桂芬；李明福；黄新； 陈洪俊；赵文军,Journal of Virological Methods,2010年167卷53-60页,
植保学会科技奖,2018,Rapid on-site detection of Acidovorax avenae subsp. citrulli by gold-labeled DNA strip sensor,赵文军,朱水芳,鲁洁；马文蔚； 胥传来；匡华,Biosens Bioelectron,2011年26卷10期4241-4244页,
植保学会科技奖,2018,马铃薯X病毒和马铃薯Y病毒胶体金免疫层析试纸条的研制,魏梅生,,刘洪义；李桂芬；陈燕芳,植物保护,2006年,
植保学会科技奖,2018,北京怀柔地区樱桃上发现李属坏死环斑病毒,李明福,黄冲,张永江；相宁；张秀琴；李桂芬；魏梅生；陈燕芳,植物病理学报,2005年35卷6期552-554页,
植保学会科技奖,2018,黄瓜绿斑驳花叶病毒北京和山东分离物的生物学测定及其基因组比较,田永蕾,李明福,刘冬梅；张永江；马占鸿,植物检疫,2009年23卷06期1-6页,
植保学会科技奖,2018,黄瓜绿斑驳花叶病毒多克隆抗体制备及检测应用,李桂芬,,马洁；陈红运；李明福；陈笑瑜；丁建云,河南农业科学,2007年11期76-78页,
植保学会科技奖,2018,3种葫芦科作物种质资源中黄瓜绿斑驳花叶病毒检测,张永江,,马洁；李桂芬；李明福,种子,2008年27卷10期41-43页,
植保学会科技奖,2018,"Bacillus subtilis, XF-1处理根肿病污染的甘蓝根围土壤的细菌与真菌群落研究",刘春明,何月秋,杨珍福；何鹏飞；吴毅歆,Agriculture Ecosystems & Environment,2018年,
